name_book,avtor,rating,count_favourites,count_views,age_restriction,comments_count,publication_date,pages,price,target
Девочка для Бешеного,Валерия Ангелос,10884.0,23482,3324175,0,4459,18.11.2021,260,179.0,8846
Землянка на продажу,Елена Сергеева,3053.0,7335,649300,18+,849,30.12.2023,217,159.0,2757
Случайная первая. Прокурор и училка,Марина Кистяева,3173.0,7848,411321,18+,1520,16.02.2024,157,159.0,2912
Слепая зона,Ольга Вечная,5948.0,9559,640467,18+,2627,12.03.2024,256,179.0,4080
Забытая истинная в Академии Тьмы,Ева Енисеева,242.0,1782,84792,0,75,21.08.2024,160,119.0,242
Между нами цунами,Тамуна Менро,163.0,783,11607,18+,271,09.09.2024,175,249.0,163
Любимая проблема Академии Драконов,Оксана Гринберга,945.0,3884,186960,0,653,13.09.2024,170,169.0,933
Эту ферму мне муж купил,Татьяна Антоник,411.0,3168,84823,0,137,16.09.2024,111,109.0,391
Измена. Ошибки прошлого,Евгения Вечер,400.0,1717,96176,18+,181,12.10.2024,99,119.0,394
Измена Больше (не) люблю,Анна Эдельвейс,371.0,1334,48942,18+,70,18.10.2024,107,99.0,367
Выбесить босса. Влюбить и не влюбиться,Тата Кит,246.0,851,5139,18+,90,16.11.2024,30,0.0,242
Дикарка для волка,Ляна Вечер,9269.0,26233,2276220,18+,943,13.10.2020,233,0.0,6823
Невеста из другого мира 2. Свет Полуночи,Екатерина Флат,35601.0,23596,2327938,0,6280,30.04.2019,291,159.0,17918
"Попала, или Кто кого",Наталья Юнина,12330.0,18530,2604691,18+,3227,10.02.2020,340,103.35,7854
Некромантка,Боярова Мелина,1906.0,3395,120752,0,332,24.03.2020,184,130.0,1472
Трофей для хулигана,Олли Серж,3141.0,7688,461779,18+,763,10.04.2020,173,159.0,2108
Невинная для волчьей стаи,Элен Блио,2254.0,5290,570055,18+,471,11.12.2020,274,127.2,1730
Жестокая свадьба,Тала Тоцка,23962.0,24894,6451623,0,5092,17.02.2021,297,199.0,9991
Ты больше не уйдешь!,Нари Орлан,1029.0,3818,101236,18+,293,22.11.2021,265,153.0,451
Ребенок от сводного брата,Анна Лапина,2682.0,8145,1160796,0,865,29.11.2021,202,164.0,2393
Любимая наша,Алекса Адлер,4747.0,6209,1218328,18+,0,24.02.2022,366,149.0,3926
Его маленькая ошибка,Алиса Лиман,3873.0,10903,1399240,18+,1462,23.08.2022,181,159.0,3094
Хочу тебя в жены,Ярослава А,1894.0,5236,504744,0,769,10.09.2022,176,149.0,1761
Свадьба для бывшего,Настя Ильина,1870.0,6960,805340,0,464,27.09.2022,182,142.0,1660
Мама для трех лисят. Тайны дворцовых переходов,Светлана Рыжехвост,3051.0,5331,347938,0,850,06.10.2022,185,153.0,2285
"Попаданка в его постели, или Любовь в Новогодие",Лана Кроу,4181.0,11327,2012338,0,811,16.11.2022,245,159.0,3985
Жена по обмену,Амалия Кляйн,479.0,2758,105319,0,236,26.12.2022,156,132.0,407
Люби меня,Елена Тодорова,9894.0,23187,3070457,18+,2485,02.01.2023,352,179.0,9082
Опасные нюансы,Полина Лоранс,1649.0,3466,457432,18+,949,18.03.2023,203,169.0,1357
После измены. Доверься мне,Лена Лорен,388.0,1515,83955,18+,71,03.04.2023,224,159.0,388
Измена. Счастье вопреки.,Ирма Голд,873.0,2506,334399,0,239,16.04.2023,151,125.0,832
Измена. Тебе нет прощения,Джулия Ромуш,2175.0,7703,1285069,18+,0,26.04.2023,174,125.0,2043
Отвергнутая невеста генерала драконов,Мария Лунёва,6461.0,18027,2163842,0,1487,14.07.2023,332,159.0,5304
Аврора 2. Последний шанс на любовь,Анна Дант,2515.0,3859,368622,0,466,18.07.2023,151,153.0,1915
Дочь лучшего друга. Мое порочное искушение,Даша Литовская,1242.0,2922,340541,18+,0,23.07.2023,154,164.0,1067
"Подмена, или Руки прочь, ваше темнейшество!",Светлана Шёпот,4039.0,9128,2167940,0,1717,27.07.2023,288,179.0,3814
Развод. Ты мне изменил,Кира Вербицкая,1214.0,3667,392027,0,619,29.07.2023,154,149.0,1152
Измена. Во власти Дракона,Софи Веро,1615.0,5784,704097,0,386,01.08.2023,162,159.0,1351
Измена. Не твои дети,Даша Литовская,1251.0,5020,558475,0,0,16.09.2023,176,164.0,1190
Измена. Отвергнутая истинная,Лина Венкова,1511.0,5817,521584,0,606,20.09.2023,154,149.0,1401
"Предатель, не забирай сына!",Яна Невинная,981.0,3534,515028,0,473,06.10.2023,156,159.0,920
Босс-предатель. (не) случайный кроха,Анна Лапина,302.0,932,32732,0,0,09.10.2023,151,164.0,280
Идеальная для меня,Валерия Ангелос,3260.0,11358,754623,0,0,20.11.2023,210,179.0,3012
Плохой. Сердце вдребезги,Елена Безрукова,3042.0,10147,1771462,18+,1826,25.11.2023,191,144.0,2742
Топ-модель 2. Я хочу развод,Ольга Вечная,7368.0,8411,1011125,18+,3942,04.12.2023,245,179.0,4609
Подмена или попаданка в изгнании,Тарана Азимова,657.0,3098,213277,0,227,14.12.2023,183,126.65,581
Предатель. Больше никогда,Ксюша Иванова,582.0,2315,159592,18+,254,19.02.2024,151,129.0,520
Развод. Личное дело майора Ханина,Регина Янтарная,188.0,750,32361,0,30,22.02.2024,193,159.0,158
Сводные. Не смей меня любить,Амира Ангелос,543.0,2319,183182,18+,244,05.03.2024,190,122.4,525
Шейх. В плену страсти,Элен Блио,113.0,593,18969,18+,6,22.05.2024,107,127.2,111
Тайные связи в Академии Драконов. Часть вторая,Анна Алексеева,350.0,1282,39439,18+,60,24.05.2024,219,119.0,178
Развод. Шаг к свободе,Лана Гриц,291.0,1427,114721,18+,57,28.07.2024,123,0.0,287
"( Не)честный обмен, или С попаданками нужно считаться!",Майарана Мистеру,342.0,3121,82699,0,176,07.08.2024,69,0.0,340
Предатель. Вали к своей бывшей,Милана Лотос,441.0,2214,156743,0,286,29.09.2024,104,119.0,439
Развод. Тебе тоже будет больно,Ами Лейн,373.0,1784,74971,18+,85,12.10.2024,59,99.0,369
Во власти зверя,Элис Мэк,111.0,1007,15208,18+,36,23.10.2024,55,0.0,111
Новогоднее чудо или папа в подарок,Ирма Голд,128.0,573,4640,0,37,04.12.2024,9,0.0,116
Лишняя в этом доме,Екатерина Юдина,5592.0,17590,1154927,18+,1541,22.06.2023,208,0.0,5436
Магистр из зазеркалья (бесплатно),Тайра Ли,335.0,1442,97691,18+,58,27.06.2024,200,0.0,333
Худшая пара академии,Анна Дрэйк,178.0,1328,6239,18+,51,24.11.2024,28,0.0,160
Моя (не) на одну ночь. Бесконтрактная любовь,Тала Тоцка,11953.0,21687,2768810,0,4895,07.10.2021,240,199.0,9278
Хочу тебя навсегда,Ольга Джокер,9340.0,16154,3014171,18+,4641,26.06.2022,232,169.0,8290
Академия драконов. Чужая истинная,Кира Лин,2710.0,12459,727108,0,190,24.04.2024,161,0.0,2444
Истинное проклятие дракона,Виктория Грин,946.0,3703,221105,18+,129,01.07.2024,151,0.0,944
Мой опасный капитан,Татьяна Гончарова,1688.0,5913,286576,18+,506,21.07.2024,155,159.0,1676
Жена Хозяина темного замка,Юлия Марлин,155.0,1248,37016,0,69,19.09.2024,89,0.0,155
Чеченец. Адская любовь,Ульяна Соболева,592.0,2413,83378,18+,416,25.09.2024,165,169.0,592
Заставь меня поверить,Лана Стендере,169.0,776,25945,18+,112,27.10.2024,117,0.0,138
Плененная поневоле,Алекса Аверина,97.0,513,13935,18+,48,02.11.2024,122,0.0,97
Отверженные Последние из рода Эванс,Анна Дант,263.0,1288,17242,0,62,05.11.2024,113,119.0,237
Преданная. Хозяйка заброшенной усадьбы,Кира Лин,254.0,900,24629,0,131,07.11.2024,71,119.0,224
Она - новенькая,Эля Пылаева,19920.0,21666,2163164,0,2575,30.06.2021,155,179.0,7973
Измена. Истинная дракона,Полина Амор,1408.0,2807,543171,0,575,23.05.2023,249,129.0,1214
Служанка. Второй шанс для дракона,Светлана Шёпот,1870.0,5156,683710,0,882,16.02.2024,350,189.0,1786
Начисто,Валерия Ангелос,2335.0,7538,533412,18+,1159,15.04.2024,214,179.0,2231
Принцесса криминала,Маша Драч,302.0,1515,46811,18+,205,11.09.2024,159,129.0,260
Мой муж подонок,Мелания Соболева,237.0,1088,17437,18+,152,25.10.2024,158,139.0,217
Невеста из другого мира,Екатерина Флат,31579.0,77351,13151810,0,5598,11.03.2019,198,0.0,30554
Сиротка для короля академии,Юлианна Сафир,137.0,1098,5514,18+,37,01.12.2024,26,0.0,119
Это всё ты,Елена Тодорова,8611.0,24262,2631187,18+,0,17.07.2023,449,0.0,8156
Ведьма огня для драконов,Татьяна Демидова,2981.0,16161,1171750,18+,160,19.10.2023,153,0.0,2952
"Прощай, предатель!",Гайдэ,4760.0,14887,2826031,18+,2509,01.11.2023,151,169.0,4720
"Клянусь, ты моя",Юлианна Орлова,3072.0,8054,688399,18+,953,08.01.2024,238,169.0,2885
Потерянная наследница,Виктория Вера,2187.0,7781,343436,18+,723,17.04.2024,222,129.0,2047
Непорочная девочка авторитета,Мила Дали,2741.0,10118,650323,18+,611,14.05.2024,197,159.0,2699
Ненужная жена или Сиделка для Дракона,Маргарита Абрамова,2090.0,8010,510887,0,997,30.06.2024,195,149.0,2000
Сводные. Получу тебя,Агния Кострова,1401.0,6064,267948,0,569,31.07.2024,159,159.0,1387
Измена. Я не вернусь,Романа Сокол,788.0,2086,95643,18+,231,16.09.2024,162,119.0,756
Три шанса для беглянки,Виктория Рейнер,547.0,2577,23596,18+,154,14.10.2024,110,129.0,525
Няня для биг босса: Семейные тайны,Ольга Ромина,195.0,1056,28511,0,43,18.11.2024,33,0.0,171
Царевна (не) Удач,Натали Лансон,14514.0,23927,4640952,0,1920,18.04.2020,193,0.0,13273
Псих,Лена Фарт,205.0,797,34870,18+,195,15.10.2024,155,0.0,205
Снежная Лилия,Светлана Ледовская,324.0,1093,11593,0,58,01.12.2024,30,0.0,267
К тебе через Туманы,Мария Лунёва,26650.0,43323,4108998,18+,2325,03.01.2019,215,0.0,25418
С Новым Гадом,Наталья Юнина,13833.0,20277,2222088,18+,2165,17.12.2019,220,159.0,8961
Девочки Талера,Дина Ареева,8359.0,13829,1951312,0,2361,06.09.2021,177,199.0,6746
Моя (чужая) жена,Ольга Белозубова,3468.0,6240,1687622,0,1542,28.02.2023,210,159.0,3092
Дикий,Валерия Ангелос,7665.0,20351,2526802,18+,1982,26.06.2023,211,179.0,7583
Измена. Тяжёлый выбор,Милана Лотос,916.0,2764,431468,0,679,24.08.2023,159,159.0,899
Драконье предательство,Анастасия Милославская,2684.0,10258,1069404,0,692,06.09.2023,249,159.0,2166
Невинная для Громова,Ая Кучер,3779.0,11188,1186597,18+,1140,20.11.2023,163,179.0,3737
